id,level,order,source_order,curriculum,written,reading,meanings,parts_of_speech,common,examples,provenance
n5-vocab-0520,N5,520,331,"{""genki_lesson"": null}","{""primary"": ""好き"", ""variants"": [""好き""], ""without_furigana"": ""好き"", ""with_furigana"": ""{好}(す)き"", ""lookup_text"": ""好き""}","{""primary"": ""すき"", ""variants"": [""すき""], ""source_text"": ""すき""}","[""liking"", ""fondness"", ""love""]","[{""code"": ""adj-na"", ""label"": ""adjectival nouns or quasi-adjectives (keiyodoshi)""}, {""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""実を言うと、私は彼が好きでないのです。"", ""japanese_furigana"": ""<furigana>実を言うと、私は彼が好きでないのです。</furigana>"", ""english"": ""To tell you the truth, I don't love him."", ""source"": ""tatoeba"", ""source_id"": ""149400""}, {""japanese_raw"": ""「ケーキはお好きですか」「はい、好きです」"", ""japanese_furigana"": ""<furigana>「ケーキはお好きですか」「はい、好きです」</furigana>"", ""english"": ""\""Do you like cake?\"" \""Yes, I do.\"""", ""source"": ""tatoeba"", ""source_id"": ""236630""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""B}kz{&9>=0"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1277450"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0521,N5,521,332,"{""genki_lesson"": null}","{""primary"": ""〜すぎ"", ""variants"": [""〜すぎ""], ""without_furigana"": ""〜すぎ"", ""with_furigana"": ""〜すぎ"", ""lookup_text"": ""すぎ""}","{""primary"": ""〜すぎ"", ""variants"": [""〜すぎ""], ""source_text"": ""～すぎ""}","[""past"", ""to exceed, ~ too much""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""n-suf"", ""label"": ""noun, used as a suffix""}]",True,"[{""japanese_raw"": ""スピードの出し過ぎは危険です。"", ""japanese_furigana"": ""<furigana>スピードの出し過ぎは危険です。</furigana>"", ""english"": ""Driving too fast is dangerous."", ""source"": ""tatoeba"", ""source_id"": ""214534""}, {""japanese_raw"": ""１０時過ぎには電話をしないで下さい。"", ""japanese_furigana"": ""<furigana>１０時過ぎには電話をしないで下さい。</furigana>"", ""english"": ""Don't call me up after ten o'clock."", ""source"": ""tatoeba"", ""source_id"": ""236041""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""D/A*oT1;-^"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1195960"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0522,N5,522,334,"{""genki_lesson"": null}","{""primary"": ""すぐに"", ""variants"": [""すぐに""], ""without_furigana"": ""すぐに"", ""with_furigana"": ""すぐに"", ""lookup_text"": ""すぐに""}","{""primary"": ""すぐに"", ""variants"": [""すぐに""], ""source_text"": ""すぐに""}","[""immediately"", ""soon""]","[{""code"": ""adv"", ""label"": ""adverb (fukushi)""}]",True,"[{""japanese_raw"": ""あなたはすぐに良くなるだろうと思います。"", ""japanese_furigana"": ""<furigana>あなたはすぐに良くなるだろうと思います。</furigana>"", ""english"": ""I hope you'll soon get well."", ""source"": ""tatoeba"", ""source_id"": ""232652""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""c+_z#9>We^"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1430620"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0523,N5,523,337,"{""genki_lesson"": null}","{""primary"": ""〜ずつ"", ""variants"": [""〜ずつ""], ""without_furigana"": ""〜ずつ"", ""with_furigana"": ""〜ずつ"", ""lookup_text"": ""ずつ""}","{""primary"": ""〜ずつ"", ""variants"": [""〜ずつ""], ""source_text"": ""～ずつ""}","[""at a time""]","[{""code"": ""suf"", ""label"": ""suffix""}]",True,"[{""japanese_raw"": ""その一節を一語ずつ訳しなさい。"", ""japanese_furigana"": ""<furigana>その一節を一語ずつ訳しなさい。</furigana>"", ""english"": ""Translate the passage word for word."", ""source"": ""tatoeba"", ""source_id"": ""212324""}, {""japanese_raw"": ""１つ１つの出願を１件ずつ考慮しなければならないだろう。"", ""japanese_furigana"": ""<furigana>１つ１つの出願を１件ずつ考慮しなければならないだろう。</furigana>"", ""english"": ""We will have to consider each application on a case-by-case basis."", ""source"": ""tatoeba"", ""source_id"": ""235852""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""e7*dq)(1^5"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""2006560"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0524,N5,524,339,"{""genki_lesson"": null}","{""primary"": ""スプーン"", ""variants"": [""スプーン""], ""without_furigana"": ""スプーン"", ""with_furigana"": ""スプーン"", ""lookup_text"": ""スプーン""}","{""primary"": ""スプーン"", ""variants"": [""スプーン""], ""source_text"": ""スプーン""}","[""spoon""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""この赤ん坊はまだスプーンが使えない。"", ""japanese_furigana"": ""<furigana>この赤ん坊はまだスプーンが使えない。</furigana>"", ""english"": ""The baby cannot use a spoon yet."", ""source"": ""tatoeba"", ""source_id"": ""220867""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""FjQLk(n?P#"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1072590"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0525,N5,525,341,"{""genki_lesson"": null}","{""primary"": ""ズボン"", ""variants"": [""ズボン""], ""without_furigana"": ""ズボン"", ""with_furigana"": ""ズボン"", ""lookup_text"": ""ズボン""}","{""primary"": ""ズボン"", ""variants"": [""ズボン""], ""source_text"": ""ズボン""}","[""trousers""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""あなたは私のズボンをどうしたのですか。"", ""japanese_furigana"": ""<furigana>あなたは私のズボンをどうしたのですか。</furigana>"", ""english"": ""What did you do with my pants?"", ""source"": ""tatoeba"", ""source_id"": ""231957""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""FU-<z{1,6("", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1074260"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0526,N5,526,342,"{""genki_lesson"": null}","{""primary"": ""住む"", ""variants"": [""住む""], ""without_furigana"": ""住む"", ""with_furigana"": ""{住}(す)む"", ""lookup_text"": ""住む""}","{""primary"": ""すむ"", ""variants"": [""すむ""], ""source_text"": ""すむ""}","[""to reside"", ""to live in""]","[{""code"": ""v5m"", ""label"": ""Godan verb with 'mu' ending""}, {""code"": ""vi"", ""label"": ""intransitive verb""}]",True,"[{""japanese_raw"": ""あなたはどのくらいの間、神戸に住んでいますか。"", ""japanese_furigana"": ""<furigana>あなたはどのくらいの間、神戸に住んでいますか。</furigana>"", ""english"": ""How long have you lived in Kobe?"", ""source"": ""tatoeba"", ""source_id"": ""232470""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""ym>?}%jeF+"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1334040"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0527,N5,527,344,"{""genki_lesson"": null}","{""primary"": ""座る"", ""variants"": [""座る""], ""without_furigana"": ""座る"", ""with_furigana"": ""{座}(すわ)る"", ""lookup_text"": ""座る""}","{""primary"": ""すわる"", ""variants"": [""すわる""], ""source_text"": ""すわる""}","[""to sit""]","[{""code"": ""v5r"", ""label"": ""Godan verb with 'ru' ending""}, {""code"": ""vi"", ""label"": ""intransitive verb""}]",True,"[{""japanese_raw"": ""数人の学生がベンチに座り、昼食を食べていた。"", ""japanese_furigana"": ""<furigana>数人の学生がベンチに座り、昼食を食べていた。</furigana>"", ""english"": ""Some students were sitting on the bench and having lunch."", ""source"": ""tatoeba"", ""source_id"": ""143532""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""dn)bcr6wXa"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1291800"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0528,N5,528,345,"{""genki_lesson"": null}","{""primary"": ""背"", ""variants"": [""背""], ""without_furigana"": ""背"", ""with_furigana"": ""{背}(せい)"", ""lookup_text"": ""背""}","{""primary"": ""せい"", ""variants"": [""せい""], ""source_text"": ""せい""}","[""(one's) height"", ""stature""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,[],"{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""xQDy{9R)S2"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1472650"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0529,N5,529,346,"{""genki_lesson"": null}","{""primary"": ""生徒"", ""variants"": [""生徒""], ""without_furigana"": ""生徒"", ""with_furigana"": ""{生徒}(せいと)"", ""lookup_text"": ""生徒""}","{""primary"": ""せいと"", ""variants"": [""せいと""], ""source_text"": ""せいと""}","[""student"", ""pupil""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""あなたは何と賢い生徒なのでしょう。"", ""japanese_furigana"": ""<furigana>あなたは何と賢い生徒なのでしょう。</furigana>"", ""english"": ""What a clever student you are!"", ""source"": ""tatoeba"", ""source_id"": ""232241""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""c2wTXo?)*o"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1379380"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0530,N5,530,348,"{""genki_lesson"": null}","{""primary"": ""石鹸"", ""variants"": [""石鹸""], ""without_furigana"": ""石鹸"", ""with_furigana"": ""{石鹸}(せっけん)"", ""lookup_text"": ""石鹸""}","{""primary"": ""せっけん"", ""variants"": [""せっけん""], ""source_text"": ""せっけん""}","[""soap""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""ひげをそる前に石けんをつける。"", ""japanese_furigana"": ""<furigana>ひげをそる前に石けんをつける。</furigana>"", ""english"": ""I lather my face before shaving."", ""source"": ""tatoeba"", ""source_id"": ""197617""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""tY/1~r6Mz5"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1382590"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0531,N5,531,349,"{""genki_lesson"": null}","{""primary"": ""背広"", ""variants"": [""背広""], ""without_furigana"": ""背広"", ""with_furigana"": ""{背広}(せびろ)"", ""lookup_text"": ""背広""}","{""primary"": ""せびろ"", ""variants"": [""せびろ""], ""source_text"": ""せびろ""}","[""men's suit""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""私は新しい背広を買った。"", ""japanese_furigana"": ""<furigana>私は新しい背広を買った。</furigana>"", ""english"": ""I bought a new suit of clothes."", ""source"": ""tatoeba"", ""source_id"": ""155725""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""w`:i7/YHYU"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1472740"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0532,N5,532,351,"{""genki_lesson"": null}","{""primary"": ""ゼロ"", ""variants"": [""ゼロ""], ""without_furigana"": ""ゼロ"", ""with_furigana"": ""ゼロ"", ""lookup_text"": ""ゼロ""}","{""primary"": ""ゼロ"", ""variants"": [""ゼロ""], ""source_text"": ""ゼロ""}","[""zero""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}]",True,"[{""japanese_raw"": ""ゼロという概念はヒンドゥー文化に由来している。"", ""japanese_furigana"": ""<furigana>ゼロという概念はヒンドゥー文化に由来している。</furigana>"", ""english"": ""The concept of zero sprang from the Hindu culture."", ""source"": ""tatoeba"", ""source_id"": ""213989""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""G~4~zg|xJJ"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""2839962"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0533,N5,533,352,"{""genki_lesson"": null}","{""primary"": ""千"", ""variants"": [""千""], ""without_furigana"": ""千"", ""with_furigana"": ""{千}(せん)"", ""lookup_text"": ""千""}","{""primary"": ""せん"", ""variants"": [""せん""], ""source_text"": ""せん""}","[""thousand""]","[{""code"": ""num"", ""label"": ""numeric""}]",True,"[{""japanese_raw"": ""飲み代として使った金額は総計７千ドルだった。"", ""japanese_furigana"": ""<furigana>飲み代として使った金額は総計７千ドルだった。</furigana>"", ""english"": ""The total bill for drinks came up to 7000 dollars."", ""source"": ""tatoeba"", ""source_id"": ""189962""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""IvU;IZmo9!"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1388740"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0534,N5,534,356,"{""genki_lesson"": null}","{""primary"": ""洗濯"", ""variants"": [""洗濯""], ""without_furigana"": ""洗濯"", ""with_furigana"": ""{洗濯}(せんたく)"", ""lookup_text"": ""洗濯""}","{""primary"": ""せんたく"", ""variants"": [""せんたく""], ""source_text"": ""せんたく""}","[""washing"", ""laundry""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""vs"", ""label"": ""noun or participle which takes the aux. verb suru""}, {""code"": ""vt"", ""label"": ""transitive verb""}]",True,"[{""japanese_raw"": ""この綿のシャツは洗濯がよく効く。"", ""japanese_furigana"": ""<furigana>この綿のシャツは洗濯がよく効く。</furigana>"", ""english"": ""This cotton shirt washes well."", ""source"": ""tatoeba"", ""source_id"": ""219459""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""vQ&mbAJqN7"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1390980"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0535,N5,535,358,"{""genki_lesson"": null}","{""primary"": ""そう"", ""variants"": [""そう"", ""そうです""], ""without_furigana"": ""そう"", ""with_furigana"": ""そう"", ""lookup_text"": ""そう""}","{""primary"": ""そう"", ""variants"": [""そう"", ""そうです""], ""source_text"": ""そう; そうです""}","[""yes"", ""appears"", ""to be the case""]","[{""code"": ""aux"", ""label"": ""auxiliary""}, {""code"": ""adj-na"", ""label"": ""adjectival nouns or quasi-adjectives (keiyodoshi)""}]",True,"[{""japanese_raw"": ""まもなく雨が降りそうだ。"", ""japanese_furigana"": ""<furigana>まもなく雨が降りそうだ。</furigana>"", ""english"": ""It is going to rain soon."", ""source"": ""tatoeba"", ""source_id"": ""195298""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""kkfDg[|_Yb"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1006610"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0536,N5,536,359,"{""genki_lesson"": null}","{""primary"": ""掃除"", ""variants"": [""掃除""], ""without_furigana"": ""掃除"", ""with_furigana"": ""{掃除}(そうじ)"", ""lookup_text"": ""掃除""}","{""primary"": ""そうじ"", ""variants"": [""そうじ""], ""source_text"": ""そうじ (する)""}","[""cleaning"", ""sweeping""]","[{""code"": ""n"", ""label"": ""noun (common) (futsuumeishi)""}, {""code"": ""vs"", ""label"": ""noun or participle which takes the aux. verb suru""}, {""code"": ""vt"", ""label"": ""transitive verb""}]",True,"[{""japanese_raw"": ""あなたの部屋を掃除しましたか。"", ""japanese_furigana"": ""<furigana>あなたの部屋を掃除しましたか。</furigana>"", ""english"": ""Did you clean your room?"", ""source"": ""tatoeba"", ""source_id"": ""233037""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""LKKhbs9g8/"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1399790"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
n5-vocab-0537,N5,537,360,"{""genki_lesson"": null}","{""primary"": ""そうして"", ""variants"": [""そうして"", ""そして""], ""without_furigana"": ""そうして"", ""with_furigana"": ""そうして"", ""lookup_text"": ""そうして""}","{""primary"": ""そうして"", ""variants"": [""そうして"", ""そして""], ""source_text"": ""そうして; そして""}","[""and"", ""like that""]","[{""code"": ""conj"", ""label"": ""conjunction""}]",True,"[{""japanese_raw"": ""私は京都と、そして奈良にも訪れる計画を立てている。"", ""japanese_furigana"": ""<furigana>私は京都と、そして奈良にも訪れる計画を立てている。</furigana>"", ""english"": ""I am planning to visit Kyoto, and Nara as well."", ""source"": ""tatoeba"", ""source_id"": ""157634""}]","{""level_map"": ""open-anki-jlpt-decks"", ""level_map_guid"": ""C/Lx0#`!+J"", ""dictionary"": ""JMdict"", ""dictionary_entry_id"": ""1006730"", ""dictionary_lookup_aliases"": [], ""examples"": ""JMdict sense-linked Tatoeba examples""}"
